date,hsc_trust,gender,age_band,covid_patients
2020-03-18T00:00:00Z,Northern,Female,Aged 60 - 69,0
2020-03-18T00:00:00Z,Northern,Female,Aged 70 - 79,2
2020-03-18T00:00:00Z,Northern,Female,Aged 80 & Over,1
2020-03-18T00:00:00Z,Northern,Female,Unknown,0
2020-03-18T00:00:00Z,South Eastern,Female,Aged 0 - 19,0
2020-03-18T00:00:00Z,South Eastern,Female,Aged 20 - 39,0
2020-03-18T00:00:00Z,South Eastern,Female,Aged 40 - 49,0
2020-03-18T00:00:00Z,South Eastern,Female,Aged 50 - 59,0
2020-03-18T00:00:00Z,South Eastern,Female,Aged 60 - 69,0
2020-03-18T00:00:00Z,South Eastern,Female,Aged 70 - 79,1
2020-03-18T00:00:00Z,South Eastern,Female,Aged 80 & Over,2
2020-03-18T00:00:00Z,South Eastern,Female,Unknown,0
2020-03-18T00:00:00Z,Southern,Female,Aged 0 - 19,0
2020-03-18T00:00:00Z,Southern,Female,Aged 20 - 39,0
2020-03-18T00:00:00Z,Southern,Female,Aged 40 - 49,0
2020-03-18T00:00:00Z,Southern,Female,Aged 50 - 59,1
2020-03-18T00:00:00Z,Southern,Female,Aged 60 - 69,1
2020-03-18T00:00:00Z,Southern,Female,Aged 70 - 79,0
2020-03-18T00:00:00Z,Southern,Female,Aged 80 & Over,1
2020-03-18T00:00:00Z,Southern,Female,Unknown,0
2020-03-18T00:00:00Z,Western,Female,Aged 0 - 19,0
2020-03-18T00:00:00Z,Western,Female,Aged 20 - 39,0
2020-03-18T00:00:00Z,Western,Female,Aged 40 - 49,0
2020-03-18T00:00:00Z,Western,Female,Aged 50 - 59,0
2020-03-18T00:00:00Z,Western,Female,Aged 60 - 69,0
2020-03-18T00:00:00Z,Western,Female,Aged 70 - 79,1
2020-03-18T00:00:00Z,Western,Female,Aged 80 & Over,2
2020-03-18T00:00:00Z,Western,Female,Unknown,0
2020-03-18T00:00:00Z,Belfast,Male,Aged 0 - 19,0
2020-03-18T00:00:00Z,Belfast,Male,Aged 20 - 39,0
2020-03-18T00:00:00Z,Belfast,Male,Aged 40 - 49,0
2020-03-18T00:00:00Z,Belfast,Male,Aged 50 - 59,0
2020-03-18T00:00:00Z,Belfast,Male,Aged 60 - 69,1
2020-03-18T00:00:00Z,Belfast,Male,Aged 70 - 79,2
2020-03-18T00:00:00Z,Belfast,Male,Aged 80 & Over,9
2020-03-18T00:00:00Z,Belfast,Male,Unknown,0
2020-03-18T00:00:00Z,Northern,Male,Aged 0 - 19,0
2020-03-18T00:00:00Z,Northern,Male,Aged 20 - 39,0
2020-03-18T00:00:00Z,Northern,Male,Aged 40 - 49,0
2020-03-18T00:00:00Z,Northern,Male,Aged 50 - 59,0
2020-03-18T00:00:00Z,Northern,Male,Aged 60 - 69,0
2020-03-18T00:00:00Z,Northern,Male,Aged 70 - 79,0
2020-03-18T00:00:00Z,Northern,Male,Aged 80 & Over,1
2020-03-18T00:00:00Z,Northern,Male,Unknown,0
2020-03-18T00:00:00Z,South Eastern,Male,Aged 0 - 19,0
2020-03-18T00:00:00Z,South Eastern,Male,Aged 20 - 39,0
2020-03-18T00:00:00Z,South Eastern,Male,Aged 40 - 49,1
2020-03-18T00:00:00Z,South Eastern,Male,Aged 50 - 59,0
2020-03-18T00:00:00Z,South Eastern,Male,Aged 60 - 69,0
2020-03-18T00:00:00Z,South Eastern,Male,Aged 70 - 79,3
2020-03-18T00:00:00Z,South Eastern,Male,Aged 80 & Over,1
2020-03-18T00:00:00Z,South Eastern,Male,Unknown,0
2020-03-18T00:00:00Z,Southern,Male,Aged 0 - 19,0
2020-03-18T00:00:00Z,Southern,Male,Aged 20 - 39,0
2020-03-18T00:00:00Z,Southern,Male,Aged 40 - 49,0
2020-03-18T00:00:00Z,Southern,Male,Aged 50 - 59,0
2020-03-18T00:00:00Z,Southern,Male,Aged 60 - 69,0
2020-03-18T00:00:00Z,Southern,Male,Aged 70 - 79,1
2020-03-18T00:00:00Z,Southern,Male,Aged 80 & Over,0
2020-03-18T00:00:00Z,Southern,Male,Unknown,0
2020-03-18T00:00:00Z,Western,Male,Aged 0 - 19,0
2020-03-18T00:00:00Z,Western,Male,Aged 20 - 39,0
2020-03-18T00:00:00Z,Western,Male,Aged 40 - 49,0
2020-03-18T00:00:00Z,Western,Male,Aged 50 - 59,0
2020-03-18T00:00:00Z,Western,Male,Aged 60 - 69,0
2020-03-18T00:00:00Z,Western,Male,Aged 70 - 79,2
2020-03-18T00:00:00Z,Western,Male,Aged 80 & Over,1
2020-03-18T00:00:00Z,Western,Male,Unknown,0
2020-03-18T00:00:00Z,Belfast,All,Aged 0 - 19,0
2020-03-18T00:00:00Z,Belfast,All,Aged 20 - 39,0
2020-03-18T00:00:00Z,Belfast,All,Aged 40 - 49,1
2020-03-18T00:00:00Z,Belfast,All,Aged 50 - 59,0
2020-03-18T00:00:00Z,Belfast,All,Aged 60 - 69,3
2020-03-18T00:00:00Z,Belfast,All,Aged 70 - 79,4
2020-03-18T00:00:00Z,Belfast,All,Aged 80 & Over,13
2020-03-18T00:00:00Z,Belfast,All,Unknown,0
2020-03-18T00:00:00Z,Northern,All,Aged 0 - 19,0
2020-03-18T00:00:00Z,Northern,All,Aged 20 - 39,0
2020-03-18T00:00:00Z,Northern,All,Aged 40 - 49,0
2020-03-18T00:00:00Z,Northern,All,Aged 50 - 59,0
2020-03-18T00:00:00Z,Northern,All,Aged 60 - 69,0
2020-03-18T00:00:00Z,Northern,All,Aged 70 - 79,2
2020-03-18T00:00:00Z,Northern,All,Aged 80 & Over,2
2020-03-18T00:00:00Z,Northern,All,Unknown,0
2020-03-18T00:00:00Z,South Eastern,All,Aged 0 - 19,0
2020-03-18T00:00:00Z,South Eastern,All,Aged 20 - 39,0
2020-03-18T00:00:00Z,South Eastern,All,Aged 40 - 49,1
2020-03-18T00:00:00Z,South Eastern,All,Aged 50 - 59,0
2020-03-18T00:00:00Z,South Eastern,All,Aged 60 - 69,0
2020-03-18T00:00:00Z,South Eastern,All,Aged 70 - 79,4
2020-03-18T00:00:00Z,South Eastern,All,Aged 80 & Over,3
2020-03-18T00:00:00Z,South Eastern,All,Unknown,0
2020-03-18T00:00:00Z,Southern,All,Aged 0 - 19,0
2020-03-18T00:00:00Z,Southern,All,Aged 20 - 39,0
2020-03-18T00:00:00Z,Southern,All,Aged 40 - 49,0
2020-03-18T00:00:00Z,Southern,All,Aged 50 - 59,1
2020-03-18T00:00:00Z,Southern,All,Aged 60 - 69,1
2020-03-18T00:00:00Z,Southern,All,Aged 70 - 79,1
2020-03-18T00:00:00Z,Southern,All,Aged 80 & Over,1
2020-03-18T00:00:00Z,Southern,All,Unknown,0
2020-03-18T00:00:00Z,Western,All,Aged 0 - 19,0
2020-03-18T00:00:00Z,Western,All,Aged 20 - 39,0
2020-03-18T00:00:00Z,Western,All,Aged 40 - 49,0
2020-03-18T00:00:00Z,Western,All,Aged 50 - 59,0
2020-03-18T00:00:00Z,Western,All,Aged 60 - 69,0
2020-03-18T00:00:00Z,Western,All,Aged 70 - 79,3
2020-03-18T00:00:00Z,Western,All,Aged 80 & Over,3
2020-03-18T00:00:00Z,Western,All,Unknown,0
2020-03-19T00:00:00Z,Belfast,Female,Aged 0 - 19,0
2020-03-19T00:00:00Z,Belfast,Female,Aged 20 - 39,0
2020-03-19T00:00:00Z,Belfast,Female,Aged 40 - 49,0
2020-03-19T00:00:00Z,Belfast,Female,Aged 50 - 59,0
2020-03-19T00:00:00Z,Belfast,Female,Aged 60 - 69,2
2020-03-19T00:00:00Z,Belfast,Female,Aged 70 - 79,2
2020-03-19T00:00:00Z,Belfast,Female,Aged 80 & Over,4
2020-03-19T00:00:00Z,Belfast,Female,Unknown,0
2020-03-19T00:00:00Z,Northern,Female,Aged 0 - 19,0
2020-03-19T00:00:00Z,Northern,Female,Aged 20 - 39,0
2020-03-19T00:00:00Z,Northern,Female,Aged 40 - 49,0
2020-03-19T00:00:00Z,Northern,Female,Aged 50 - 59,0
2020-03-19T00:00:00Z,Northern,Female,Aged 60 - 69,0
2020-03-19T00:00:00Z,Northern,Female,Aged 70 - 79,1
2020-03-19T00:00:00Z,Northern,Female,Aged 80 & Over,2
2020-03-19T00:00:00Z,Northern,Female,Unknown,0
2020-03-19T00:00:00Z,South Eastern,Female,Aged 0 - 19,0
2020-03-19T00:00:00Z,South Eastern,Female,Aged 20 - 39,0
2020-03-19T00:00:00Z,South Eastern,Female,Aged 40 - 49,0
2020-03-19T00:00:00Z,South Eastern,Female,Aged 50 - 59,0
2020-03-19T00:00:00Z,South Eastern,Female,Aged 60 - 69,0
2020-03-19T00:00:00Z,South Eastern,Female,Aged 70 - 79,1
2020-03-19T00:00:00Z,South Eastern,Female,Aged 80 & Over,2
2020-03-19T00:00:00Z,South Eastern,Female,Unknown,0
2020-03-19T00:00:00Z,Southern,Female,Aged 0 - 19,0
2020-03-19T00:00:00Z,Southern,Female,Aged 20 - 39,0
2020-03-19T00:00:00Z,Southern,Female,Aged 40 - 49,0
2020-03-19T00:00:00Z,Southern,Female,Aged 50 - 59,0
2020-03-19T00:00:00Z,Southern,Female,Aged 60 - 69,2
2020-03-19T00:00:00Z,Southern,Female,Aged 70 - 79,0
2020-03-19T00:00:00Z,Southern,Female,Aged 80 & Over,1
2020-03-19T00:00:00Z,Southern,Female,Unknown,0
2020-03-19T00:00:00Z,Western,Female,Aged 0 - 19,0
2020-03-19T00:00:00Z,Western,Female,Aged 20 - 39,0
2020-03-19T00:00:00Z,Western,Female,Aged 40 - 49,0
2020-03-19T00:00:00Z,Western,Female,Aged 50 - 59,0
2020-03-19T00:00:00Z,Western,Female,Aged 60 - 69,0
2020-03-19T00:00:00Z,Western,Female,Aged 70 - 79,1
2020-03-19T00:00:00Z,Western,Female,Aged 80 & Over,2
2020-03-19T00:00:00Z,Western,Female,Unknown,0
2020-03-19T00:00:00Z,Belfast,Male,Aged 0 - 19,0
2020-03-19T00:00:00Z,Belfast,Male,Aged 20 - 39,0
2020-03-19T00:00:00Z,Belfast,Male,Aged 40 - 49,0
2020-03-19T00:00:00Z,Belfast,Male,Aged 50 - 59,0
2020-03-19T00:00:00Z,Belfast,Male,Aged 60 - 69,1
2020-03-19T00:00:00Z,Belfast,Male,Aged 70 - 79,2
